variable,split,performance,metric,ibs,variance,num_classes,N,missing_rate,model,restored
sex,1,0.898,f1_weighted,,1.0,2,98,0.0,RidgeClassifier,False
sex,2,0.8367,f1_weighted,,1.0,2,98,0.0,RidgeClassifier,False
sex,3,0.8367,f1_weighted,,1.0,2,98,0.0,RidgeClassifier,False
sex,4,0.8469,f1_weighted,,1.0,2,98,0.0,RidgeClassifier,False
sex,5,0.8367,f1_weighted,,1.0,2,98,0.0,RidgeClassifier,False
study,1,1.0,f1_weighted,,1.0,2,81,0.0,RidgeClassifier,False
study,2,1.0,f1_weighted,,1.0,2,81,0.0,RidgeClassifier,False
study,3,1.0,f1_weighted,,1.0,2,81,0.0,RidgeClassifier,False
study,4,0.9753,f1_weighted,,1.0,2,81,0.0,RidgeClassifier,False
study,5,1.0,f1_weighted,,1.0,2,80,0.0,RidgeClassifier,False
age,1,0.2935,r2,,0.9700281406144481,,67,0.0,Ridge,False
age,2,0.1927,r2,,1.0015938256545578,,67,0.0,Ridge,False
age,3,0.3967,r2,,0.9690391610083433,,67,0.0,Ridge,False
age,4,0.4442,r2,,0.9912752784617648,,67,0.0,Ridge,False
age,5,0.488,r2,,0.9928198282705111,,67,0.0,Ridge,False
dx,1,0.5362,f1_weighted,,1.0,2,69,0.0,RidgeClassifier,False
dx,2,0.6667,f1_weighted,,1.0,2,69,0.0,RidgeClassifier,False
dx,3,0.6618,f1_weighted,,1.0,2,68,0.0,RidgeClassifier,False
dx,4,0.6324,f1_weighted,,1.0,2,68,0.0,RidgeClassifier,False
dx,5,0.5294,f1_weighted,,1.0,2,68,0.0,RidgeClassifier,False
