,fold
2139,1044441
2140,5531349
2141,3933607
2142,5782044
2143,3054398
2144,4881132
2145,1735749
2146,5025722
2147,5537371
2148,3689484
2149,1390271
2150,4074301
2151,4791780
2152,5389496
2153,3189593
2154,1898443
2155,3817321
2156,2461161
2157,5146370
2158,1128392
2159,1711714
2160,3581259
2161,2500365
2162,2257496
2163,1080441
2164,2779601
2165,1741604
2166,2011888
2167,3843416
2168,2657960
2169,4090654
2170,2779875
2171,5801560
2172,1009300
2173,1866355
2174,4921186
2175,3050265
2176,4764184
2177,1588093
2178,1980834
2179,3742254
2180,1628715
2181,5081233
2182,3543654
2183,5019131
2184,2138719
2185,5271337
2186,1356387
2187,2002024
2188,3019265
2189,4209439
2190,1861761
2191,1172104
2192,1244491
2193,3017497
2194,5424316
2195,3953708
2196,3432336
2197,3842640
2198,3249577
2199,4691471
2200,1018320
2201,4424445
2202,2266552
2203,4038563
2204,2254777
2205,5737974
2206,2919111
2207,4465691
2208,5611076
2209,1900355
2210,4609786
2211,1919715
2212,3024535
2213,5931870
2214,2262665
2215,1200502
2216,5607280
2217,1162841
2218,1998434
2219,1909757
2220,1088816
2221,3188108
2222,3708607
2223,3190507
2224,2005863
2225,2071351
2226,3511484
2227,1098546
2228,1971089
2229,5553352
2230,3818221
2231,4094326
2232,2243726
2233,4998917
2234,4346886
2235,4745388
2236,4759694
2237,4216065
2238,2927482
2239,1082189
2240,2131536
2241,4475552
2242,5737446
2243,1418366
2244,5414955
2245,1728952
2246,1339501
2247,1292157
2248,4262814
2249,4493822
2250,1581928
2251,2898748
2252,1920048
2253,5802800
2254,1355424
2255,1407792
2256,1125551
2257,3737308
2258,3840440
2259,5216269
2260,2134007
2261,1073858
2262,1493036
2263,4871792
2264,2897528
2265,5899496
2266,1845525
2267,3170901
2268,1554243
2269,1277212
2270,2001175
2271,5810142
2272,1807118
2273,3408570
2274,4240236
2275,3949438
2276,5677597
2277,1411156
2278,2889605
2279,3413659
2280,5403099
2281,1466341
2282,2366193
2283,1322966
2284,1985749
2285,2902780
2286,3083321
2287,1171513
2288,1165374
2289,1930797
2290,4990076
2291,3247890
2292,2984812
2293,5928137
2294,2888508
2295,3571354
2296,4099384
2297,5516628
2298,1940499
2299,2723566
2300,2254435
2301,3440712
2302,3960204
2303,5392779
2304,3575395
2305,1255981
2306,3251133
2307,1342020
2308,4481539
2309,1226003
2310,2390476
2311,3149304
2312,1341964
2313,2532153
2314,5276980
2315,1957264
2316,4095065
2317,4212461
2318,1273199
2319,1951762
2320,1152311
2321,4473048
2322,1229360
2323,4166972
2324,4872139
2325,1184274
2326,3297865
2327,3183262
2328,3147887
2329,3774041
2330,3714228
2331,5287701
2332,5018122
2333,4618213
2334,5007486
2335,1531400
2336,5810928
2337,4501323
2338,1999891
2339,1963160
2340,1441911
2341,3151147
2342,3828838
2343,1600715
2344,2803108
2345,2790484
2346,1288108
2347,2533257
2348,1349520
2349,1383144
2350,1314380
2351,2105079
2352,4878943
2353,1157834
2354,1411361
2355,3846122
2356,3964060
2357,5917246
2358,2525314
2359,1008869
2360,4101592
2361,3288506
2362,1595412
2363,1860013
2364,2230673
2365,5834919
2366,4000864
2367,3039198
2368,1129833
2369,4074249
2370,4368967
2371,3934073
2372,4485987
2373,1518262
2374,3801290
2375,1642722
2376,3415305
2377,5683847
2378,2799819
2379,1984932
2380,4342455
2381,4741399
2382,1592887
2383,5024120
2384,3566879
2385,1305513
2386,2763963
2387,5510560
2388,1930267
2389,5768233
2390,4262134
2391,1886742
2392,4221021
2393,1151775
2394,5941246
2395,2503683
2396,5796353
2397,2375663
2398,1562620
2399,5655974
2400,2668034
2401,5515564
2402,1031061
2403,1045192
2404,4350321
2405,3670586
2406,1223481
2407,1316831
2408,1029179
2409,1853484
2410,1423287
2411,3690713
2412,2067478
2413,3584906
2414,1028805
2415,1879864
2416,2376143
2417,1243141
2418,3828763
2419,5702702
2420,5605284
2421,5395403
2422,1120664
2423,2007673
2424,3058168
2425,1554633
2426,1542629
2427,4475764
2428,3943981
2429,1007980
2430,4294349
2431,5530129
2432,1142574
2433,3039120
2434,5513014
2435,2257813
2436,1414036
2437,2660163
2438,2755516
2439,1455398
2440,4343305
2441,4609265
2442,4989384
2443,5276167
2444,3428144
2445,3566006
2446,3173575
2447,5801751
2448,1521300
2449,1835196
2450,3816021
2451,4352716
2452,5158968
2453,2125726
2454,2137535
2455,5003121
2456,1479341
2457,2650694
2458,5378135
2459,4589538
2460,5257945
2461,3422830
2462,1857017
2463,1360010
2464,1070228
2465,5639782
2466,4866489
2467,5398454
2468,4595045
2469,1073137
2470,5661530
2471,4592349
2472,1084043
2473,2009360
2474,2644826
2475,1394687
2476,3808884
2477,1986413
2478,1510414
2479,2138787
2480,1201793
2481,1928307
2482,1551137
2483,1321705
2484,5158793
2485,3417145
2486,1236108
2487,1254391
2488,2106558
2489,4236577
2490,3670687
2491,1161902
2492,1896429
2493,1054171
2494,4472460
2495,2071238
2496,4656320
2497,2760204
2498,4235874
2499,3541609
2500,5657269
2501,1404930
2502,5944345
2503,4557799
2504,5053153
2505,4479248
2506,4864958
2507,5643887
2508,4693559
2509,1730994
2510,1288418
2511,3562903
2512,1918451
2513,1235607
2514,4990645
2515,4336652
2516,2249165
2517,4083402
2518,1130580
2519,2932670
2520,1385357
2521,2652505
2522,5082929
2523,4852313
2524,5016014
2525,2236164
2526,3708290
2527,4496597
2528,1960094
2529,1897784
2530,1261610
2531,1959587
2532,5216252
2533,2330481
2534,4106481
2535,1242630
2536,2368740
2537,1584722
2538,2251318
2539,3975991
2540,4886529
2541,3969750
2542,1162552
2543,5523060
2544,3773897
2545,4103595
2546,4475750
2547,3962222
2548,1394299
2549,1565018
2550,3813157
2551,1115294
2552,3577536
2553,3314218
2554,3452622
2555,1430370
2556,5275898
2557,2301162
2558,1390111
2559,5273979
2560,4371670
2561,1605473
2562,2121705
2563,1597532
2564,2920553
2565,5015812
2566,5637866
2567,3424154
2568,1403716
2569,1117566
2570,4345206
2571,2368901
2572,5286346
2573,2377587
2574,1884825
2575,1711298
2576,5415833
2577,2671897
2578,1353539
2579,2230006
2580,4745793
2581,1186293
2582,1246712
2583,5535374
2584,4068539
2585,1069694
2586,4354199
2587,4598986
2588,2768127
2589,2774816
2590,2255739
2591,1585724
2592,2379983
2593,3320747
2594,2770905
2595,1831696
2596,2664860
2597,5643825
2598,3566816
2599,1055732
2600,5507307
2601,5023733
2602,3347195
2603,5129667
2604,5141664
2605,4504873
2606,2374543
2607,3579163
2608,3611300
2609,4756951
2610,2001247
2611,2506526
2612,1279125
2613,4469467
2614,4201632
2615,1441773
2616,3714588
2617,5814305
2618,3509102
2619,3298819
2620,2404151
2621,5553313
2622,3439800
2623,3432175
2624,1515047
2625,1311196
2626,2766473
2627,4866618
2628,3645462
2629,3775419
2630,2786866
2631,5550865
2632,1322017
2633,4606010
2634,1012099
2635,5131834
2636,4094782
2637,2231378
2638,1440888
2639,1002933
2640,4897903
2641,1549863
2642,1897191
2643,2246243
2644,4074967
2645,2908809
2646,1025773
2647,1743399
2648,4356925
2649,1249115
2650,2756019
2651,5081841
2652,3441688
2653,3300421
2654,4527501
2655,1405669
2656,4729244
2657,1144442
2658,5289219
2659,1274373
2660,2524717
2661,5510782
2662,1967199
2663,3189400
2664,2921904
2665,4999793
2666,2624580
2667,3544169
2668,4458398
2669,1319377
2670,1950538
2671,2013741
2672,4487464
2673,1399865
2674,5544669
2675,4598799
2676,1736815
2677,5144217
2678,2230526
2679,3178745
2680,1740444
2681,4084124
2682,5029452
2683,4109244
2684,1076956
2685,3313504
2686,3194443
2687,3181403
2688,4113672
2689,1460436
2690,1175949
2691,5512735
2692,5243590
2693,1890978
2694,1239295
2695,3177424
2696,3544062
2697,1908196
2698,1920196
2699,2529673
2700,1741059
2701,3428475
2702,4240504
2703,1263835
2704,1515563
2705,4760532
2706,1815729
2707,1409463
2708,3321708
2709,4863453
2710,3444760
2711,3280214
2712,3250423
2713,3579534
2714,3687299
2715,2514779
2716,5007973
2717,2643178
2718,3409952
2719,1216673
2720,3838449
2721,3440954
2722,1918289
2723,5519230
2724,5532474
2725,1247080
2726,4474452
2727,1912421
2728,3037263
2729,5159963
2730,5939319
2731,1869984
2732,1984976
2733,3564777
2734,3302955
2735,1011895
2736,1225333
2737,5920476
2738,2125471
2739,2010749
2740,5416145
2741,3823348
2742,1833989
2743,2765459
2744,3113330
2745,1514436
2746,1918256
2747,1360392
2748,3181282
2749,2013047
2750,1705159
2751,1813150
2752,3550717
2753,3543559
2754,1723274
2755,1150447
2756,2668735
2757,3039624
2758,5349041
2759,5674992
2760,1192977
2761,4136592
2762,3960243
2763,1920076
2764,5513095
2765,4767684
2766,2363281
2767,3061747
2768,4998190
2769,1732670
2770,1770415
2771,2145993
2772,5544874
2773,5293362
2774,4222431
2775,1112152
2776,1867638
2777,3148898
2778,1205641
2779,1190445
2780,4165355
2781,1939090
2782,3154407
2783,3586931
2784,5513197
2785,1037192
2786,2235114
2787,1581729
2788,1167306
2789,2792279
2790,1450604
2791,2798458
2792,5508234
2793,1353034
2794,1983340
2795,1006423
2796,5376390
2797,5770788
2798,4862286
2799,4856049
2800,1919445
2801,4492434
2802,3378359
2803,2647469
2804,1490645
2805,1557327
2806,4356478
2807,4395594
2808,1540530
2809,3552208
2810,4896691
2811,1120068
2812,1830528
2813,1421672
2814,1091238
2815,2268338
2816,1285824
2817,4620763
2818,4634621
2819,4096633
2820,1864358
2821,2392693
2822,1450993
2823,1908828
2824,3962598
2825,5795276
2826,2722311
2827,2664529
2828,5116242
2829,2234781
2830,2364896
2831,3694367
2832,1005710
2833,1970540
2834,4074935
2835,4892722
2836,5053203
2837,4590888
2838,2376817
2839,3427121
2840,2793157
2841,3583944
2842,1995823
2843,1071141
2844,1850042
2845,4357700
2846,1143508
2847,1164730
2848,4987108
2849,2494796
2850,3284678
2851,2300713
2852,2373903
2853,1105723
2854,5793936
2855,5641675
2856,1550200
2857,3558358
2858,3557263
2859,1588060
2860,1396141
2861,5942692
2862,5656972
2863,3300081
2864,1272330
2865,5686562
2866,2793869
2867,1156666
2868,1956984
2869,3954437
2870,3544380
2871,3584209
2872,2786643
2873,4355444
2874,5522898
2875,1845782
2876,4134063
2877,4093691
2878,4861970
2879,5648189
2880,2270352
2881,5257974
2882,3839798
2883,5161922
2884,3420382
2885,1851488
2886,3710749
2887,2766312
2888,2920902
2889,1112567
2890,5112492
2891,2801192
2892,1089521
2893,4226440
2894,1354241
2895,4998677
2896,5525715
2897,1875619
2898,5411902
2899,1582527
2900,1331088
2901,5922763
2902,1403240
2903,1943082
2904,4871542
2905,4065748
2906,1203744
2907,2381237
2908,5838079
2909,1215309
2910,3310007
2911,5378334
2912,2235097
2913,2901519
2914,4099822
2915,2802399
2916,1322992
2917,4865552
2918,2779133
2919,3826845
2920,4351496
2921,2273974
2922,4629201
2923,1587031
2924,2763310
2925,2269340
2926,4690364
2927,5661897
2928,4211315
2929,5909609
2930,1328283
2931,1131374
2932,5683212
2933,1130795
2934,1545808
2935,2000101
2936,3569373
2937,1177633
2938,1935945
2939,4217147
2940,1719128
2941,3673674
2942,5124148
2943,1299363
2944,2667773
2945,1733965
2946,3162696
2947,3300810
2948,4496990
2949,2131489
2950,3803304
2951,1416164
2952,1121958
2953,1550439
2954,1909163
2955,5552056
2956,1720078
2957,4101959
2958,1919199
2959,2497529
2960,4202630
2961,1935111
2962,1292353
2963,1890064
2964,1080703
2965,5796965
2966,1297750
2967,5138621
2968,3297328
2969,5799393
2970,1474794
2971,2801371
2972,1285312
2973,4762540
2974,1178691
2975,4686753
2976,3547099
2977,5946716
2978,4865841
2979,3975958
2980,1848777
2981,2884280
2982,1206107
2983,5416208
2984,2859078
2985,1012931
2986,1290997
2987,1455087
2988,3029918
2989,4354747
2990,1131768
2991,1434004
2992,2802864
2993,3803440
2994,5505281
2995,1232182
2996,2788599
2997,4952547
2998,3306798
2999,2523833
3000,3718137
3001,4424107
3002,1065225
3003,3673778
3004,2382549
3005,4999516
3006,1122157
3007,3966660
3008,5136546
3009,2259883
3010,5288363
3011,3415929
3012,1062222
3013,3284724
3014,1810791
3015,3155389
3016,3943784
3017,5149509
3018,2372443
3019,4393850
3020,3192385
3021,3939315
3022,1069178
3023,1843675
3024,1806673
3025,5122458
3026,2592130
3027,4897814
3028,1444157
3029,1119979
3030,1289190
3031,5918381
3032,4471887
3033,1144698
3034,1450665
3035,2132238
3036,4612809
3037,2631810
3038,4397946
3039,5941844
3040,2510312
3041,4635976
3042,1979150
3043,1430248
3044,4850274
3045,1971368
3046,4457759
3047,3170805
3048,2300752
3049,5786173
3050,4896622
3051,1483778
3052,2375001
3053,3715217
3054,1259009
3055,5906322
3056,1179766
3057,3958697
3058,1313067
3059,5939928
3060,4981017
3061,5344678
3062,3034847
3063,1638567
3064,5946497
3065,1029891
3066,1470222
3067,1240486
3068,1803596
3069,1732806
3070,1336290
3071,1342569
3072,4195281
3073,3023306
3074,4633529
3075,1120913
3076,1094215
3077,3812605
3078,3970775
3079,5814143
3080,5647431
3081,1601002
3082,3845478
3083,1083776
3084,5549452
3085,1107362
3086,2781339
3087,4266241
3088,2383191
3089,3705061
3090,4461476
3091,3377419
3092,2764872
3093,1479984
3094,5928675
3095,4766689
3096,2012450
3097,1173993
3098,3709458
3099,4237262
3100,5385917
3101,1121686
3102,4618196
3103,4349595
3104,1111046
3105,4493333
3106,1851559
3107,4898293
3108,3047989
3109,4350276
3110,1260869
3111,3817366
3112,3698509
3113,3299436
3114,1305928
3115,5416180
3116,3322060
3117,2899593
3118,5530658
3119,1957181
3120,2634804
3121,1048834
3122,2987904
3123,3428922
3124,4555659
3125,5002574
3126,5472678
3127,4080861
3128,2403180
3129,3213691
3130,4898430
3131,1742953
3132,2798107
3133,2773349
3134,3430832
3135,1851824
3136,1331580
3137,2644315
3138,3429396
3139,1187864
3140,3320989
3141,3640148
3142,3701483
3143,1248328
3144,1914636
3145,5423294
3146,4078898
3147,2259776
3148,1799327
3149,2660696
3150,2383578
3151,1294153
3152,1182203
3153,4358389
3154,1490297
3155,5010305
3156,1139538
3157,1507874
3158,2800349
3159,2910956
3160,3428798
3161,5157590
3162,3946825
3163,1750662
3164,3297969
3165,1465998
3166,1163893
3167,1825112
3168,1213244
3169,2918159
3170,1981173
3171,4035355
3172,1148079
3173,1810242
3174,1739171
3175,5553536
3176,3427234
3177,2375115
3178,1412431
3179,1553289
3180,1505068
3181,2508342
3182,1254768
3183,4871241
3184,4746246
3185,1609765
3186,5936488
3187,3015343
3188,5643395
3189,2789680
3190,1447397
3191,4736193
3192,4338473
3193,1604675
3194,5642142
3195,2651490
3196,2124598
3197,3287764
3198,5657246
3199,2252524
3200,5916972
3201,1538165
3202,2781838
3203,5657060
3204,4855969
3205,3959544
3206,3605038
3207,5185432
3208,1616010
3209,5642911
3210,5657867
3211,1530432
3212,4107254
3213,5921798
3214,1493106
3215,4823057
3216,1285210
3217,1507652
3218,1307433
3219,1749233
3220,1946675
3221,4758153
3222,2661587
3223,3712327
3224,1969818
3225,3605329
3226,1543691
3227,5126938
3228,3214532
3229,5576360
3230,5840618
3231,1620725
3232,5125919
3233,2380671
3234,5524481
3235,2669215
3236,1102033
3237,5284190
3238,2858062
3239,3840549
3240,2903708
3241,5813432
3242,5390349
3243,4528339
3244,1483150
3245,2269869
3246,3840617
3247,5734883
3248,1304623
3249,2638187
3250,1172767
3251,2403534
3252,4393475
3253,2636110
3254,3450270
3255,1861025
3256,4469176
3257,3702364
3258,1552715
3259,5917485
3260,3295201
3261,1599132
3262,5538361
3263,1874703
3264,2229695
3265,3064089
3266,4741413
3267,4725816
3268,2513032
3269,1990648
3270,2516282
3271,3115771
3272,4471290
3273,4743428
3274,1712783
3275,5836630
3276,4090523
3277,5783467
3278,4758377
3279,3292971
3280,1067425
3281,1325835
3282,4345378
3283,1421097
3284,1745772
3285,5639936
3286,1427150
3287,2761336
3288,2388776
3289,1396672
3290,5917304
3291,5251390
3292,5399761
3293,3319054
3294,2012648
3295,5277735
3296,4992325
3297,4088249
3298,3305454
3299,1750936
3300,2098057
3301,3684670
3302,4471330
3303,1815107
3304,1845716
3305,1397999
3306,4395078
3307,2911806
3308,5899339
3309,4631137
3310,4348187
3311,3557855
3312,1523214
3313,5285552
3314,2660122
3315,1718635
3316,1171895
3317,3950820
3318,1141908
3319,3570497
3320,1473353
3321,5132698
3322,1525717
3323,4600901
3324,2140734
3325,4457795
3326,2491121
3327,4091479
3328,2901227
3329,4736666
3330,1053119
3331,1971693
3332,3610037
3333,2925381
3334,5803204
3335,2759556
3336,3958669
3337,3810484
3338,2956861
3339,2625169
3340,1488818
3341,1213308
3342,2588915
3343,3052878
3344,3972059
3345,3033923
3346,4883214
3347,2406074
3348,5793307
3349,5514385
3350,1806969
3351,5010646
3352,4719096
3353,4982487
3354,2635497
3355,1903152
3356,1500069
3357,4597762
3358,5146099
3359,5795697
3360,4608577
3361,5154638
3362,3817646
3363,5670191
3364,1961782
3365,5738745
3366,3151320
3367,4195351
3368,2801774
3369,1036946
3370,1731778
3371,4219473
3372,2361314
3373,1320954
3374,2375102
3375,1479992
3376,1410071
3377,3845604
3378,3845589
3379,1207115
3380,1408531
3381,5401883
3382,1427557
3383,1483977
3384,3583715
3385,4354233
3386,1741434
3387,3611618
3388,3934657
3389,3950770
3390,1163228
3391,5422906
3392,3509439
3393,1616459
3394,5917707
3395,1503035
3396,1317767
3397,3540195
3398,4881428
3399,3311648
3400,1528418
3401,1721299
3402,4242338
3403,5151467
3404,1500543
3405,3436788
3406,1439453
3407,2277534
3408,2460751
3409,1499628
3410,1293282
3411,5142957
3412,5378873
3413,1532530
3414,1040694
3415,1275238
3416,3176858
3417,1951015
3418,4951952
3419,3451563
3420,1810846
3421,5922447
3422,3683091
3423,2250093
3424,1255542
3425,1884017
3426,1729200
3427,3051095
3428,1318284
3429,1010829
3430,1931291
3431,2268649
3432,3449467
3433,1537911
3434,3314747
3435,4880640
3436,1577145
3437,3577369
3438,3147091
3439,1476779
3440,5909173
3441,4690810
3442,3560343
3443,1822915
3444,2197088
3445,2409677
3446,1980217
3447,1071315
3448,1572347
3449,4747581
3450,1201457
3451,5271398
3452,2593945
3453,3689449
3454,1860457
3455,4867114
3456,3060980
3457,4090166
3458,4739078
3459,1885024
3460,4196858
3461,3018937
3462,2272883
3463,1565378
3464,1320169
3465,2229608
3466,2098189
3467,3843256
3468,2895072
3469,5660711
3470,1805391
3471,4863923
3472,2777908
3473,4032008
3474,5261692
3475,1873555
3476,4615933
3477,5377508
3478,1960295
3479,1861365
3480,5152691
3481,3712736
3482,4459117
3483,1706734
3484,3673471
3485,1709511
3486,1247330
3487,1942498
3488,1096334
3489,2786590
3490,1824210
3491,3303780
3492,1617189
3493,2649871
3494,2590300
3495,4396170
3496,5212508
3497,1963073
3498,4503584
3499,3697592
3500,5141757
3501,1835783
3502,1228949
3503,5676622
3504,3314474
3505,4871865
3506,2125707
3507,1082662
3508,1585416
3509,1445832
3510,1975708
3511,3814993
3512,2263042
3513,3295638
3514,1605717
3515,5773303
3516,5672255
3517,2264602
3518,2917616
3519,5150037
3520,1950134
3521,2099603
3522,1805567
3523,1495095
3524,1159613
3525,2780423
3526,4989254
3527,3836550
3528,1237015
3529,2664746
3530,3970699
3531,2916045
3532,4620105
3533,1603898
3534,1306324
3535,1208435
3536,5666544
3537,5290494
3538,4237085
3539,4525930
3540,2511887
3541,1536557
3542,2784270
3543,5815072
3544,5516842
3545,3191782
3546,2366397
